2025-12-21 11:38:21.096 | INFO     | nfs.loader:_load_plugins:82 - Loading plugin: nfs.plugins.spherical_measurement_points_arcs_random
2025-12-21 11:38:36.379 | TRACE    | nfs.grbl_controller:on_grbl_event:92 - MY CALLBACK: event=on_log                         data=<LogRecord: GrblStreamer.interface, 20, C:\Users\User\PycharmProjects\HarmonicDrive\.venv\Lib\site-packages\grbl_streamer\interface.py, 94, "%s: Closing port">
2025-12-21 11:38:36.384 | TRACE    | nfs.grbl_controller:on_grbl_event:92 - MY CALLBACK: event=on_log                         data=<LogRecord: GrblStreamer, 10, C:\Users\User\PycharmProjects\HarmonicDrive\.venv\Lib\site-packages\grbl_streamer\__init__.py, 431, "mygrbl: Please wait until reading thread has joined...">
2025-12-21 11:38:36.384 | TRACE    | nfs.grbl_controller:on_grbl_event:92 - MY CALLBACK: event=on_read                        data=dummy_msg_for_joining_thread
2025-12-21 11:38:36.386 | TRACE    | nfs.grbl_controller:on_grbl_event:92 - MY CALLBACK: event=on_log                         data=<LogRecord: GrblStreamer, 10, C:\Users\User\PycharmProjects\HarmonicDrive\.venv\Lib\site-packages\grbl_streamer\__init__.py, 436, "mygrbl: Reading thread successfully joined.">
2025-12-21 11:38:36.388 | TRACE    | nfs.grbl_controller:on_grbl_event:92 - MY CALLBACK: event=on_disconnected                data=
2025-12-21 11:38:36.387 | TRACE    | nfs.grbl_controller:_wait_for_ack:279 - Received: ok
2025-12-21 11:38:36.389 | TRACE    | nfs.grbl_controller:send:186 - GrblStreamerClientConnection: Sending message: $10=0

2025-12-21 11:38:36.389 | TRACE    | nfs.grbl_controller:on_grbl_event:92 - MY CALLBACK: event=on_log                         data=<LogRecord: GrblStreamer, 40, C:\Users\User\PycharmProjects\HarmonicDrive\.venv\Lib\site-packages\grbl_streamer\__init__.py, 599, "Grbl is in ALARM state. Will not send $10=0
.">
2025-12-21 11:38:36.390 | TRACE    | nfs.grbl_controller:send:245 - Sending message to GRBL device: $10=0
